model,seed,epochs_trained,best_epoch,best_val_NLL,RMSE,MAE,R2,NLL,CRPS,Coverage95,MPIW95,NegativeLowerBound95_Rate,MeanPredStd
Probabilistic BiLSTM-Attention,42,30,29,-0.22415965795516968,0.24674986613481595,0.11643894761800766,0.1863248348236084,-0.23903856,0.0910131402339588,0.9438943894389439,0.6938909468030755,1.0,0.17701624
Probabilistic BiLSTM-Attention,123,20,10,-0.08543550223112106,0.24828565173511455,0.12641552090644836,0.1761646270751953,-0.5377126,0.09866017512671477,0.9636963696369637,0.8755469643598924,1.0,0.22335793
Probabilistic BiLSTM-Attention,7,23,13,-0.14157409965991974,0.2480804315531748,0.1230490580201149,0.17752593755722046,-0.5184803,0.09604569822592718,0.9609037826859609,0.8296838297404503,1.0,0.21165793
Probabilistic BiLSTM-Attention,2024,14,4,-0.10037294775247574,0.2501524966766686,0.12218684703111649,0.1637292504310608,-0.4586226,0.09712158298195446,0.9568418380299568,0.8061082591015429,1.0,0.20564364
Probabilistic BiLSTM-Attention,99,13,3,-0.058571431785821915,0.2509444101125655,0.12014932185411453,0.15842610597610474,-0.42395172,0.09906135964588642,0.9588728103579589,0.8539260948679478,1.0,0.2178423
