model,n_seeds,RMSE_mean,RMSE_std,MAE_mean,MAE_std,R2_mean,R2_std,NLL_mean,NLL_std,CRPS_mean,CRPS_std,Coverage95_mean,Coverage95_std,MPIW95_mean,MPIW95_std,NegativeLowerBound95_Rate_mean,NegativeLowerBound95_Rate_std,MeanPredStd_mean,MeanPredStd_std
Probabilistic BiLSTM-Attention,5,0.24884257124246786,0.0016884950540554011,0.12164793908596039,0.00368655795345861,0.17243415117263794,0.0112338156750717,-0.43556112,0.118951924,0.09638039124288832,0.003234724645829468,0.9568418380299569,0.007668853753233423,0.8118312189745819,0.07087497895456234,1.0,0.0,0.20710361,0.018080689
